Iteration,timestamp,client_keygen_s,client_enc_s,client_dec_s,server_enc_s,server_dec_s,server_sign_s,final_key_hex
35,1764562478.73384,0.000027040,0.000015088,0.000019385,0.000015740,0.000019145,0.000033502,4f169c19da62e27da9e7cd234137035f2a3ee908452236ee0a102110b971897f
36,1764562478.7353475,0.000020708,0.000014477,0.000019756,0.000023664,0.000052718,0.000047849,63b929890908f25bfa12e84fb6fe783a6a3246005f9aff967c7604e85b1723ce
37,1764562478.7364113,0.000020067,0.000014627,0.000019316,0.000015609,0.000019246,0.000033142,4fc4d08e83e1f91fafb5ef0336cb3d88e85d102ddbc631b0e74eef202fdb6241
38,1764562478.7374818,0.000019957,0.000014447,0.000019076,0.000015498,0.000019255,0.000033061,18840d7b75fecc162b09f11d06301bc9e6f07251abeaf6d6e1028167c9971ffc
39,1764562478.7386115,0.000020097,0.000014256,0.000020789,0.000015819,0.000018865,0.000037430,1e1b155696288bc90f3db6c5685012e138c1d3e20b30c3a0c82291361a745dd2
40,1764562478.7398489,0.000020778,0.000014777,0.000020298,0.000016561,0.000024886,0.000035085,c57d359020711c06eba957001dff34266c3f6af6210321e724a209149e91a111
41,1764562478.7409422,0.000021099,0.000014837,0.000019346,0.000016079,0.000019115,0.000032960,b8a1f67d79b9a64801c82f15c162b9a879a58030166be073d2a86ab6e3d17d35
42,1764562478.7420256,0.000020648,0.000015088,0.000019365,0.000015378,0.000019095,0.000033061,b788abef492d908cf0d3e1deafc8ea3abdcd30b5941b9e5a7c475eb2f525ffcd
43,1764562478.743079,0.000019957,0.000015599,0.000019166,0.000015278,0.000018895,0.000032810,bb689210340559b64707a849584ae3370dc4fd8d556e21a3ec9af38e93dad890
44,1764562478.7441397,0.000020037,0.000014787,0.000019116,0.000015137,0.000018414,0.000037570,063328abebdb4b5c19d2b4b8a8fb503113d31540f2ee5b4b891db4e60a98b183
45,1764562478.7453482,0.000019426,0.000014387,0.000021300,0.000016731,0.000018925,0.000036788,4da79e78df744caaa472350de80e1c68ddfc51b8bfea426d636f393436c0f8aa
46,1764562478.746444,0.000020848,0.000014657,0.000021811,0.000015629,0.000018555,0.000032761,55ee2977db218ca0697bd69d043234576e3670d6ef272af4b14734638351e581
47,1764562478.747644,0.000021098,0.000015559,0.000021109,0.000016981,0.000022262,0.000036177,d715f25e0c91fca07184e0ef09a3ca507bd8f1c0ab3f1f9c47d8d1e9fdea7a08
48,1764562478.7488194,0.000029574,0.000019867,0.000019536,0.000016511,0.000019275,0.000034414,f779db137959ddee309628452d8bab1855c5eadba8ec15a19c8094941da8dc72
49,1764562478.7499087,0.000020398,0.000014326,0.000021740,0.000015478,0.000018935,0.000032791,af4a434da16153c77e863b3de8262123ecd3cf6c727a034c75a60e3f9d53441b
50,1764562478.7509918,0.000021990,0.000014988,0.000018745,0.000015108,0.000018734,0.000032941,78a6c3a2a7b6d201719ab9502a0d0b2a73c3832bc2839f243648d15cb42681bd
51,1764562478.7520456,0.000019917,0.000014647,0.000018755,0.000015578,0.000018684,0.000032781,bca9f93f217c42acdc3376762ae44e13964d816c2c86e9cfea29689a0523d516
52,1764562478.7531226,0.000020588,0.000014287,0.000023103,0.000015088,0.000018013,0.000032891,8b11a3c6ffe7b79b001ef5a8bb1ee18345155c188c7325137e2ff862cf8808bd
53,1764562478.7543366,0.000026419,0.000022090,0.000019446,0.000015328,0.000018384,0.000032530,f08e9c87717d103bba4eaaf4f9ac395345a33ff0e677be7ba9c138bad618e6ca
54,1764562478.7554615,0.000020448,0.000014777,0.000021520,0.000015749,0.000018535,0.000032490,f8dbe151c14a938928b3f7e727148b24de1a248896a7de9c1c6d4572065c77c8
55,1764562478.7569513,0.000020758,0.000015339,0.000046796,0.000026559,0.000050704,0.000053819,0ab31cd260e8e470793b4e298fdda00818d8387cde9bb846cb30d8721eb5b198
56,1764562478.7589362,0.000023283,0.000016160,0.000020378,0.000044221,0.000077894,0.000089335,cc269f1ce2f65f9b4cc5638dd4e2089834b3a2e76996904c9876f27ebfae838f
57,1764562478.7600794,0.000020488,0.000014577,0.000019095,0.000017142,0.000022141,0.000033592,fbabb10b2b2f8ff3e9420ce3d5f7b0b2b7eb32b742dc61b2a5aa67774eddf392
58,1764562478.76118,0.000019977,0.000014868,0.000019236,0.000015579,0.000020318,0.000032781,417d0118a0f206bb7a47f8ba17fea730f3b76d184f45a7b0702596dc90033271
59,1764562478.7622612,0.000019927,0.000014877,0.000020117,0.000015819,0.000019837,0.000032329,f970ee77d7d8f614e0dc6532de39c17d23023c2c6ccdc26306eb4ab82be6fcc3
60,1764562478.7634716,0.000020238,0.000014587,0.000021751,0.000015559,0.000019276,0.000032991,d46c26117ff709b4128f7cb43b496c4c8840bd36de732a65518877c2ceb78f84
61,1764562478.76472,0.000020939,0.000015268,0.000019756,0.000022432,0.000061093,0.000035225,70472795c172fce11a739ede0b79be58da28ebef91d0652dc0bf2d07c940010e
62,1764562478.7662826,0.000020338,0.000045614,0.000020628,0.000017632,0.000021790,0.000036047,60dbdb267daeb13d474baa83f920352833de6174fb1474f897ab5385941eb028
63,1764562478.768171,0.000021540,0.000015278,0.000019847,0.000040214,0.000078014,0.000083044,322b67a7edfcc91cafff3916730b046ee5d33cfdc16e9a4379d57c9494e0ddb0
64,1764562478.7695928,0.000020418,0.000017502,0.000036187,0.000016200,0.000019366,0.000032791,121712eb435047aa6f1ce1028e5dd89436734b4358b54f1c57ef3a2b73d94317
65,1764562478.7707477,0.000020478,0.000015088,0.000020077,0.000016130,0.000020849,0.000034975,1402edba10dc70ecf52068e9313d28a25f4345b9452f8cdb63f65f1921eab802
66,1764562478.771907,0.000029735,0.000015118,0.000044622,0.000016340,0.000019856,0.000035226,5b04f94af6f6eeaa77b63b010a2a24300448fe76e6a2c2e17713aac269e983c5
67,1764562478.7736874,0.000023253,0.000015198,0.000020708,0.000035115,0.000048720,0.000043651,653c00d32ea2ae0eec73317d49adae62a58a22b2e0d60ab6dc2dd65c02cff051
68,1764562478.7747924,0.000020227,0.000021340,0.000019025,0.000015669,0.000020568,0.000033111,5622df84072b55171adaef4a7ae1dd4c918b261ae63677b5995f236155952b05
69,1764562478.775882,0.000020087,0.000014326,0.000027451,0.000015439,0.000018524,0.000032620,f7f7869e42f2605f9d4a1f2f5394daf9518c074f71c0aa61c3610611adac8004
70,1764562478.7769346,0.000019256,0.000014226,0.000018955,0.000015358,0.000018234,0.000032720,733a99da7ffff0a171d850620c7bb24428393e77c97fe0208e9b839cc8900250
71,1764562478.777993,0.000019366,0.000014767,0.000018985,0.000015208,0.000018514,0.000032961,aebc6525e7d3906b4f02906c6fc663111dc191cb9bfc568e34eabfc2bc47387b
72,1764562478.7790618,0.000019536,0.000014827,0.000019406,0.000015729,0.000019446,0.000032310,dca9e9924961f58a06dd29e07e9ff22578eb697088b87a9c33ab54e280ffa80d
73,1764562478.7801187,0.000019376,0.000014667,0.000018755,0.000015038,0.000017562,0.000036618,decb831b41a7b8b0dc820cc259588adca421b9f6115bc9a3dda2cd5d35dc5b02
74,1764562478.7812254,0.000019425,0.000014236,0.000021249,0.000015739,0.000023373,0.000032741,19138d98c922b3f8801ece0726a1f03fe99adb5eb9539f49b1059773b02ccf88
75,1764562478.7823503,0.000022071,0.000015048,0.000018745,0.000015779,0.000019416,0.000032500,cd6ad1e3f98c2b7ae4337aea5004b3fa866f29d9af75ced56d9a50d8ffde9bf2
76,1764562478.783428,0.000019846,0.000014577,0.000019166,0.000015469,0.000018845,0.000032680,1fa708d4be70f7f65746499a9cee1bcb1d0f0f7384836f783062061c8f1e0088
77,1764562478.7844956,0.000019416,0.000014527,0.000018544,0.000015909,0.000019156,0.000032800,0d2d4f3e7ee9feb5447d958ce581e327371e6f0b6c29e8d53368ece274af741a
78,1764562478.7855635,0.000019496,0.000014407,0.000018545,0.000016430,0.000018333,0.000032550,f05ecf0142760bffd72ef0c46f9e9a0fc31ceab4844c20be101517eb08c1c600
79,1764562478.7866359,0.000019176,0.000014367,0.000018705,0.000015389,0.000018133,0.000033853,85a8cc97f0aede3014245aa17af61dd321c24a27a66c1ad18a53ef91325146dd
80,1764562478.7876918,0.000019085,0.000014256,0.000018895,0.000015679,0.000018475,0.000032661,20ec804c767bd0d6b6b894db70a523260d903f2e3a10637b1b6c8725f7fe2210
81,1764562478.788759,0.000019055,0.000019847,0.000020408,0.000015308,0.000018694,0.000032470,fe2d5da8eed733f869ce61beb9e9a7ebad27a601814279815181804763007925
82,1764562478.7898836,0.000020218,0.000014798,0.000028122,0.000015669,0.000019686,0.000034504,0a1dac351dda048d6cdc8d6e3f9a5b4094b20269a62c375a53d04860f917f9b1
83,1764562478.7909608,0.000019346,0.000014076,0.000018815,0.000015739,0.000021540,0.000032630,d87cf338693d6aba287086a1292a9e28315f9ae0f524e3c06d6b9fc8fe9ad791
84,1764562478.792018,0.000019265,0.000014046,0.000018764,0.000015319,0.000018334,0.000032520,8029198633fb23ef9eef88cc8d56f2ebb44ad8eb4136d0ce61e2c9f3bb163782
85,1764562478.7931154,0.000019126,0.000014236,0.000020027,0.000015118,0.000018634,0.000033231,15c1d675696ef7189ae3cbf57ac154bf14ceb48025ab8457091c7f2f024602ca
86,1764562478.79431,0.000019677,0.000014677,0.000018424,0.000017092,0.000021971,0.000035777,789bf586dd6957c1528ae561bd3fb5737e48baa863e8ae2f127186a5547e99da
87,1764562478.7954252,0.000019136,0.000014968,0.000020237,0.000016391,0.000021099,0.000033642,78f033e06ce131f8e909d8b04b703491efc7f82f582a092e3486f25b9865172f
88,1764562478.7965233,0.000019486,0.000015629,0.000019285,0.000016010,0.000019416,0.000034344,8096b7fb1b91f652a37ef0a93797bac6e153902686f6ee2b3171ae5bd937df69
89,1764562478.7977877,0.000019216,0.000014897,0.000030627,0.000016591,0.000021580,0.000035595,dc32e2a0e8ee05ba9d4f7bf5b6a8caa99f9e83f509b1d9113559a585d1dbfed9
90,1764562478.7989376,0.000021139,0.000015037,0.000019756,0.000016150,0.000020819,0.000039293,f4286333763553e8e39528e010f4b5c7479a6ed1634f929e87873702e87ef47d
91,1764562478.8000133,0.000019316,0.000014707,0.000019025,0.000015819,0.000018765,0.000032680,f5707ec47dc68ba20b301b89ecf968628bf38937dc4ea73c75787ae210637f93
92,1764562478.8011167,0.000019646,0.000014557,0.000019506,0.000027471,0.000019866,0.000032761,f85c89b6cc43a54e00eb75dc8b1f1f7c443bae6d93a068019c9a31c5bb7b792f
93,1764562478.8021946,0.000019837,0.000014688,0.000018945,0.000015719,0.000019185,0.000032790,310f384005ff4a1708d48c8853a25d525b7117d6ffd0b93b4987d9681bc5832e
94,1764562478.8032463,0.000019897,0.000014447,0.000018845,0.000015319,0.000022622,0.000032751,84173d9f3ee0162ef27a2167e60aa7ecc2bcafbf2f267bb690ad7bb9e515cd27
95,1764562478.804307,0.000019657,0.000014277,0.000019396,0.000015338,0.000019145,0.000032490,98e90a3a4bb88eb41b192e85e65310ca6f7d967b4cf136c45f15bebbff8fa60d
96,1764562478.8054118,0.000019296,0.000014276,0.000018785,0.000015779,0.000019296,0.000032971,3547f30f6bf18daf97df2223164811afbb100daaaea27849e17000746112d11c
97,1764562478.806617,0.000019647,0.000014416,0.000019726,0.000015860,0.000021440,0.000034934,1e1b7cf867c6c8d8bac9963934c577853b488b2df612046ecd57ef831efb6949
98,1764562478.8076887,0.000019796,0.000014617,0.000018524,0.000015839,0.000019617,0.000032240,6e7cb3a3119499bf81b40d440cd8dd73f732004d6644ebec7c4e1fa03d320b0f
99,1764562478.8087559,0.000018965,0.000014487,0.000019185,0.000015699,0.000018915,0.000032701,fe04dec42e961536809e9c6c2b6111eed17a08f38ac65b0db230133d68edb9c3
100,1764562478.8098068,0.000020247,0.000014436,0.000019125,0.000015770,0.000018885,0.000032801,75310b47925fec2a0a74e598657afeb9f652a5389ff4eb743b36df89057f9f6f
101,1764562478.81087,0.000019756,0.000014807,0.000024906,0.000015528,0.000019145,0.000032740,729a25a2702a50e656237fcb9b13d60047334f8364d9a247de5f8e1d2b3ad44c
102,1764562478.811962,0.000019466,0.000014056,0.000018675,0.000015669,0.000018244,0.000032560,c30d02f81f9fdc82637dc5772e706d4e96e3355df6085a9c8feac93dda17118b
103,1764562478.8130336,0.000019857,0.000014567,0.000018945,0.000015468,0.000018254,0.000032250,e048ad92090d658eb780faa7b4c67359ffedc85349096b011d8c46812170d2a5
104,1764562478.8143,0.000019436,0.000014287,0.000024655,0.000016481,0.000019556,0.000041887,3a4ee82c2ab466a604054a481685fb8753f81434d72453e5ad40fce29ecf1f11
105,1764562478.8157337,0.000031618,0.000021410,0.000021830,0.000017392,0.000022602,0.000036578,8511aadf507c182316f6eb473cb90374569fc3b0f8158573fc68e1f7fb88ae2b
106,1764562478.816837,0.000027791,0.000015769,0.000019356,0.000016050,0.000018785,0.000032810,b6bbb0db615f127a0492eec79eb00fb1561a42370b3b76b0251fae19d338f88c
107,1764562478.8179116,0.000020598,0.000014708,0.000019296,0.000015639,0.000019456,0.000032660,96d698a3cd9a9c7c44ecf7578b3f7ad5749a54f94b7c3fe8b3676ac18223f623
108,1764562478.8189733,0.000019907,0.000014447,0.000018895,0.000015338,0.000018344,0.000032611,700180c50e110572efb1c8e649ee5c78a41247bd242952342c540631247dc521
109,1764562478.8200364,0.000019426,0.000014156,0.000019646,0.000015568,0.000018354,0.000041717,97c9d5992a604f87d1f9d4cb3b9b5276237663462adb2f1babdea39170cfac6c
110,1764562478.8211145,0.000020267,0.000014176,0.000018505,0.000015208,0.000018975,0.000037960,042cd8319f3b50a28fb633d0b095322f2a58859635fd782c85356b566ad7b799
111,1764562478.8224528,0.000026890,0.000020718,0.000021089,0.000020979,0.000032370,0.000044563,f13e004a6c3e9594ad1a9f98b8e27f3815ecd82454e763985a0d5293c3daca27
112,1764562478.8235307,0.000020718,0.000014707,0.000019386,0.000015549,0.000019186,0.000032790,632e8d79df9ac3b5e07eaa6c218e1054b32b31d6d075de8cf2b83819aabeedf1
113,1764562478.824589,0.000020218,0.000014938,0.000018604,0.000015248,0.000018895,0.000032560,8ad6de1bf24a1124aa2e3ccb0f37638eb8f72276589ac437754483573d59533a
114,1764562478.8256476,0.000020087,0.000014406,0.000019205,0.000015729,0.000018865,0.000032921,89acaef4815bc225e85c813d2a1110ebd6db87f90d6850a54a16b5734a8f5cf7
115,1764562478.8266928,0.000020348,0.000014918,0.000019176,0.000015498,0.000018505,0.000032841,8d54df0cd8aa026ed7b4aecd9684b1a1812ca98749714c23dcaa13d080984434
116,1764562478.8286088,0.000020077,0.000019326,0.000022131,0.000038531,0.000060602,0.000075229,1156df8b960cb7bd2a9bdce6fe6bb4f0bdfa08e7264566b7fe8dba0870d2824a
117,1764562478.829975,0.000020959,0.000015198,0.000020357,0.000018815,0.000028323,0.000043741,e374a444fd9ed9ff9e46d1c07607282502c9803ffa34aa8ff823180b2f673f12
118,1764562478.8312676,0.000020738,0.000014838,0.000020338,0.000030276,0.000022682,0.000035936,3a7ea95eb2411c75a552c6d12457daf5aeed82bccf8976bb38cfd977cebbb376
119,1764562478.8323624,0.000020719,0.000014487,0.000019096,0.000016079,0.000019205,0.000032460,e778afd68a1463c4a861157d3585d3e65f758719a565e36630dafe9123d7fd7a
120,1764562478.8336422,0.000020047,0.000014386,0.000041317,0.000015288,0.000018454,0.000032650,9ea0679a139fecca41f1c6ed690d7068772463b64b2a38b64406b163212b2c6d
121,1764562478.8352022,0.000053138,0.000030616,0.000020047,0.000022622,0.000018364,0.000032661,b8d32a19b272735f49c84846900fb0a129d57a109450edadd7a39ece8b483199
122,1764562478.8362947,0.000021179,0.000015409,0.000019736,0.000015508,0.000018684,0.000032700,5abd027e7209351b09be416c0f1acfafa55d05d7b3ccb028d609afae48bcb4f7
123,1764562478.8374457,0.000021460,0.000021109,0.000020558,0.000016540,0.000019136,0.000033031,c5263d8d5f53da5fa1460e39e2b98012c67a0c60064f5b643cac2510f9f9370e
124,1764562478.8396876,0.000028823,0.000015880,0.000022912,0.000043149,0.000079397,0.000085728,e182bc9024ea1053ea9dfc2564b8761553096c862dd04edddeb481a635ae065f
125,1764562478.8410985,0.000020989,0.000020298,0.000039904,0.000016691,0.000020148,0.000033401,c30a652ba5fd576d9f655070ee7c8d09cb2b5c62ec2381b7a8cfd44de0997a10
126,1764562478.8424828,0.000040936,0.000029204,0.000020107,0.000015849,0.000019606,0.000033452,44e8c1a9ec7165faa5380a25e36d88a437ace34481eaa1d076068f558fa38e71
127,1764562478.844125,0.000021009,0.000014737,0.000020788,0.000032851,0.000042479,0.000068256,ac32f2e96312b895126d04a3461f5f444207beea0e5aee2c629d74a231cb666c
128,1764562478.8452365,0.000021310,0.000015268,0.000020508,0.000015829,0.000020158,0.000032219,e257291de0a29bccc5172ed486a7e52852c8d800e890462fb32b48dc5b82d43d
129,1764562478.84644,0.000020948,0.000014968,0.000020257,0.000021310,0.000024315,0.000034103,d5dad4e95c7394fcd765ffa5577426715aa29c07ad915d36352dc3680f567b69
130,1764562478.847653,0.000019846,0.000014577,0.000020097,0.000016340,0.000020938,0.000035335,003be41680de3cbb84e4f3e1081cd14b6598844edcf0e6c19b6295248685bbff
131,1764562478.8487432,0.000021109,0.000014908,0.000019105,0.000015869,0.000020498,0.000032810,cca6579b3722107f74e56ce4e815150a980b5a47729b6247fb414b3681a6453b
132,1764562478.8498137,0.000027220,0.000015248,0.000019216,0.000015589,0.000018705,0.000033171,76a981cfbabe023a8e823deed2ddad92315c7b20a78c640474a03f2e003f812e
133,1764562478.8508825,0.000020828,0.000014467,0.000024886,0.000015398,0.000019496,0.000032671,30f656b1945c4a6add5811541e3f5cf78d5f6a44540e565e037ff822afb36399
134,1764562478.8519409,0.000019827,0.000014637,0.000018895,0.000015369,0.000018214,0.000032870,c4c8d9c6b233c8ca5145866535ee917b218e4e7357aa09df912cdf725c663d5b
135,1764562478.852978,0.000019997,0.000014156,0.000019165,0.000015639,0.000017823,0.000032620,6e6aa7a2bb6fa704e2b6677118eccc434cb330272f042284902cbe33764a6430
136,1764562478.854069,0.000019706,0.000014436,0.000019055,0.000015739,0.000019335,0.000033122,9d908bbc7fb55f3cc008cb9a30f182586332ae989cc679ec76dd580687b73532
137,1764562478.855296,0.000019506,0.000014547,0.000024786,0.000020388,0.000020077,0.000041266,e988e17ebfd4608d1806abd8a0b6866fa077d96cfdd13285e07aa614eefb5650
138,1764562478.8567078,0.000025287,0.000015368,0.000040575,0.000017051,0.000019316,0.000033512,e0f73dc59eeea3dd80aa0a3117b5ef00ed23f338f975db44fbebfb7a3d61d85a
139,1764562478.8586657,0.000025377,0.000016361,0.000020989,0.000022552,0.000055082,0.000045675,3eddd5c01216a50f555b94321f5c3cbc02a95badc3c12d91ffb006e1d7c7513b
140,1764562478.8602448,0.000022100,0.000015108,0.000020678,0.000030967,0.000036879,0.000074578,f34bc85669c7ee6a8b0b087956f547d31776aca35ac44f8c1aeac378e6ef2034
141,1764562478.8614352,0.000020919,0.000014747,0.000020177,0.000015689,0.000018824,0.000032571,e0b38bed3904526c881b8b932558fb2af230de01df0e344e4d92b6d1ee91655c
142,1764562478.8625298,0.000021700,0.000014907,0.000019256,0.000015539,0.000018565,0.000033241,c7bc21570ea8255a4580f20b2ad7877097e70d66a1379ffb47391360b98ced35
143,1764562478.8636749,0.000020057,0.000015258,0.000019987,0.000016401,0.000019867,0.000037158,ddd1d0e50b2d1f57436f9fb512f3a49a3b2e92d288e16a1f62d6a4622cf2e9ab
144,1764562478.864839,0.000020167,0.000014717,0.000020097,0.000015899,0.000020207,0.000035045,d3e73126d56ddae73a172b41972d88f755352893dd1510d9b276cf616c86dc8a
145,1764562478.8659086,0.000020908,0.000015919,0.000019436,0.000015679,0.000019496,0.000032811,48d91059b98cbd2a721e3c5535548e2a5a84f56bd468265edc9f9c42e67a4e18
146,1764562478.8669772,0.000020418,0.000014577,0.000019206,0.000015388,0.000018555,0.000032621,65cd182782ec80fd5ff1df9ac30a8f88bb967ff98ebc71c3b8336e8268d5b261
147,1764562478.8680437,0.000019676,0.000014477,0.000019786,0.000015558,0.000018845,0.000032480,63580c89b6c03ea1646520ed8311440ade41713ca7692ab8582f035c326857d7
148,1764562478.8690872,0.000022531,0.000014366,0.000019156,0.000015679,0.000018514,0.000032560,402ac49cb6a3537d8e89f2ed5aa81f6010002214ba7cb7793a993bed3b4f3f07
149,1764562478.870141,0.000019997,0.000014387,0.000019126,0.000015088,0.000018374,0.000043099,96984a75a33856848450d789532ee18308335746e2871aea57d1c8afd561ec91
150,1764562478.8712137,0.000019897,0.000014897,0.000019496,0.000015659,0.000023423,0.000032510,c57411e0c029665e261f0b75ee8bde8cd172f8df89d289e874e71eaf6e16f246
151,1764562478.8727098,0.000019496,0.000014867,0.000036167,0.000018745,0.000023444,0.000037159,105f079155973c6b31bf83c19707e0308023e8c69d437b15e7588ec988e3c1b4
152,1764562478.874027,0.000032099,0.000016791,0.000020708,0.000017081,0.000024746,0.000041637,e60025cb2a58c8d33f5b93161a759c507d2d8428404200991de23dfa97582f63
153,1764562478.8751247,0.000020909,0.000014827,0.000019626,0.000016050,0.000019075,0.000032700,fe841162c61768bb1beee94a142a5c761b2e2ac187a43cc1a68730bd462cacc8
154,1764562478.8761752,0.000020337,0.000014136,0.000019066,0.000015468,0.000018354,0.000032771,7bd2800594a8606b67c0659a63fb2c53589b44d03103b54b26f70b0bd98f109b
155,1764562478.8772628,0.000019797,0.000014437,0.000020167,0.000015329,0.000018514,0.000032610,c777096b7a1e0ac57aba50559bf9f13a7417c7627b597e7636136d30d5e34bdf
